order_date,order_id,order_line,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2015-08-14T00:00:00Z,1860,3,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2015-08-14T00:00:00Z,1860,4,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2015-08-17T00:00:00Z,1861,1,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Louisville Race Equipment,Louisville,KY
2015-08-17T00:00:00Z,1861,2,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Louisville Race Equipment,Louisville,KY
2015-08-17T00:00:00Z,1861,3,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Louisville Race Equipment,Louisville,KY
2015-08-17T00:00:00Z,1861,4,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
2015-08-17T00:00:00Z,1861,5,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
2015-08-18T00:00:00Z,1862,1,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,2,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,3,10,2660,26600,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,4,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,5,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,6,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,7,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,8,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,9,1,4260,4260,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,10,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1862,11,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2015-08-18T00:00:00Z,1863,1,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Dallas Cycles,Dallas,TX
2015-08-18T00:00:00Z,1863,2,2,1030,2060,CAAD8 Sora,Road,Elite Road,Aluminum,Dallas Cycles,Dallas,TX
2015-08-18T00:00:00Z,1863,3,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Dallas Cycles,Dallas,TX
2015-08-18T00:00:00Z,1864,1,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,2,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,3,2,4260,8520,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,4,2,2340,4680,F-Si 1,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,5,2,815,1630,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,6,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,7,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,8,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,9,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,10,7,5330,37310,Habit Carbon 2,Mountain,Trail,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,11,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,12,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,13,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1864,14,2,3200,6400,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-18T00:00:00Z,1865,1,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,New Orleans Velocipedes,New Orleans,LA
2015-08-19T00:00:00Z,1866,1,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2015-08-19T00:00:00Z,1866,2,3,415,1245,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-19T00:00:00Z,1866,3,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2015-08-19T00:00:00Z,1866,4,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-19T00:00:00Z,1866,5,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2015-08-19T00:00:00Z,1866,6,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2015-08-21T00:00:00Z,1867,1,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-21T00:00:00Z,1867,2,2,1680,3360,CAAD12 105,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-21T00:00:00Z,1867,3,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-21T00:00:00Z,1867,4,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-21T00:00:00Z,1867,5,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-21T00:00:00Z,1868,1,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Las Vegas Cycles,Las Vegas,NV
2015-08-21T00:00:00Z,1869,1,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Detroit Cycles,Detroit,MI
2015-08-24T00:00:00Z,1870,1,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Dallas Cycles,Dallas,TX
2015-08-25T00:00:00Z,1871,1,2,415,830,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-25T00:00:00Z,1872,1,3,2700,8100,Slice Ultegra,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,1,4,2660,10640,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,2,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,3,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,4,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,5,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,6,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,7,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,8,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,9,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,10,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,11,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,12,1,4260,4260,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-25T00:00:00Z,1873,13,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-26T00:00:00Z,1874,1,2,1250,2500,CAAD8 Tiagra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2015-08-26T00:00:00Z,1874,2,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Miami Race Equipment,Miami,FL
2015-08-26T00:00:00Z,1875,1,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2015-08-26T00:00:00Z,1876,1,1,2340,2340,F-Si 1,Mountain,Cross Country Race,Aluminum,Nashville Cruisers,Nashville,TN
2015-08-26T00:00:00Z,1876,2,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2015-08-26T00:00:00Z,1876,3,3,2700,8100,Slice Ultegra,Road,Triathalon,Carbon,Nashville Cruisers,Nashville,TN
2015-08-26T00:00:00Z,1876,4,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2015-08-26T00:00:00Z,1876,5,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2015-08-26T00:00:00Z,1877,1,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-26T00:00:00Z,1878,1,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2015-08-26T00:00:00Z,1879,1,3,815,2445,Trail 5,Mountain,Sport,Aluminum,Dallas Cycles,Dallas,TX
2015-08-26T00:00:00Z,1880,1,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,San Francisco Cruisers,San Francisco,CA
2015-08-26T00:00:00Z,1880,2,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,San Francisco Cruisers,San Francisco,CA
2015-08-28T00:00:00Z,1881,1,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,2,2,11190,22380,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,3,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,4,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,5,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,6,1,815,815,Trail 5,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,7,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,8,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,9,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,10,2,1620,3240,Beast of the East 3,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,11,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,12,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,13,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,14,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,15,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,16,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,17,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,18,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,19,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,20,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,21,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,22,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,23,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2015-08-28T00:00:00Z,1881,24,2,705,1410,Catalyst 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2015-08-31T00:00:00Z,1882,1,2,815,1630,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,2,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,3,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,4,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,5,2,8200,16400,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,6,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,7,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,8,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,9,2,415,830,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,10,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1882,11,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2015-08-31T00:00:00Z,1883,1,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,2,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,3,1,5330,5330,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,4,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,5,2,1030,2060,CAAD8 Sora,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,6,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,7,1,815,815,Trail 5,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,8,2,815,1630,CAAD8 Claris,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,9,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,10,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,11,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,12,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,13,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,14,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,15,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,16,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,17,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,18,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,19,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,20,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,21,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,22,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,23,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,24,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,25,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,26,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1883,27,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-08-31T00:00:00Z,1884,1,2,2240,4480,CAAD12 Ultegra,Road,Elite Road,Aluminum,Austin Cruisers,Austin,TX
2015-08-31T00:00:00Z,1884,2,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Austin Cruisers,Austin,TX
2015-09-01T00:00:00Z,1885,1,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2015-09-01T00:00:00Z,1886,1,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,2,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,3,2,9590,19180,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,4,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,5,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,6,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,7,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,8,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,9,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,10,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,11,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,12,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-01T00:00:00Z,1886,13,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2015-09-02T00:00:00Z,1887,1,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,2,3,1350,4050,Trail 2,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,3,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,4,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,5,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,6,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,7,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,8,2,3200,6400,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,9,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Providence Bi-peds,Providence,RI
2015-09-02T00:00:00Z,1887,10,7,1250,8750,CAAD8 Tiagra,Road,Elite Road,Aluminum,Providence Bi-peds,Providence,RI
2015-09-03T00:00:00Z,1888,1,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Denver Bike Shop,Denver,CO
2015-09-04T00:00:00Z,1889,1,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-04T00:00:00Z,1889,2,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-04T00:00:00Z,1890,1,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Los Angeles Cycles,Los Angeles,CA
2015-09-07T00:00:00Z,1891,1,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Dallas Cycles,Dallas,TX
2015-09-07T00:00:00Z,1891,2,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Dallas Cycles,Dallas,TX
2015-09-08T00:00:00Z,1892,1,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,2,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,3,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,4,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,5,3,705,2115,Catalyst 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,6,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,7,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,8,2,1570,3140,Synapse Disc 105,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,9,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1892,10,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2015-09-08T00:00:00Z,1893,1,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2015-09-08T00:00:00Z,1893,2,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2015-09-08T00:00:00Z,1893,3,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Ithaca Mountain Climbers,Ithaca,NY
